,0
1892,"['frankfurter', 'pork', 'citrus fruit', 'pip fruit', 'other vegetables', 'whipped/sour cream', 'UHT-milk', 'salad dressing', 'frozen potato products', 'salty snack', 'newspapers']"
1893,"['whipped/sour cream', 'soda']"
1894,['curd']
1895,"['other vegetables', 'whole milk', 'frozen potato products', 'rolls/buns', 'pasta', 'instant coffee', 'soda', 'fruit/vegetable juice', 'bottled beer', 'cake bar', 'seasonal products']"
1896,"['ham', 'bottled water', 'soda']"
1897,"['whole milk', 'curd', 'rolls/buns', 'pastry', 'pasta', 'margarine']"
1898,"['whole milk', 'butter', 'whipped/sour cream', 'condensed milk', 'soft cheese', 'hard cheese', 'processed cheese', 'frozen vegetables', 'detergent']"
1899,['soda']
1900,['margarine']
1901,['pip fruit']
1902,"['other vegetables', 'packaged fruit/vegetables', 'frozen dessert', 'rolls/buns', 'soda']"
1903,"['whole milk', 'margarine', 'pot plants']"
1904,"['pork', 'tropical fruit', 'whole milk', 'rolls/buns', 'margarine']"
1905,"['sausage', 'meat', 'turkey', 'citrus fruit', 'tropical fruit', 'pip fruit', 'root vegetables', 'onions', 'herbs', 'other vegetables', 'whole milk', 'curd', 'yogurt', 'whipped/sour cream', 'soft cheese', 'cream cheese ', 'frozen vegetables', 'brown bread', 'pastry', 'semi-finished bread', 'margarine']"
1906,"['curd', 'yogurt', 'frozen vegetables']"
1907,['canned beer']
1908,['napkins']
1909,['chewing gum']
1910,['ice cream']
1911,['bottled water']
1912,"['liver loaf', 'pork', 'citrus fruit', 'tropical fruit', 'root vegetables', 'other vegetables', 'whole milk', 'curd', 'dessert', 'yogurt', 'frozen vegetables', 'brown bread', 'semi-finished bread', 'oil', 'dog food', 'fruit/vegetable juice']"
1913,"['citrus fruit', 'tropical fruit', 'root vegetables', 'herbs', 'other vegetables', 'whole milk', 'yogurt', 'bottled water', 'bottled beer']"
1914,"['chicken', 'citrus fruit', 'yogurt', 'whipped/sour cream', 'spread cheese', 'margarine', 'softener']"
1915,"['citrus fruit', 'whole milk', 'sliced cheese', 'rolls/buns', 'pastry', 'roll products ', 'coffee', 'bottled water', 'soda', 'bottled beer', 'canned beer', 'rum', 'waffles', 'chocolate']"
1916,"['bottled water', 'liquor (appetizer)', 'specialty bar']"
1917,"['pip fruit', 'berries', 'root vegetables', 'other vegetables', 'whole milk', 'whipped/sour cream']"
1918,"['whole milk', 'curd', 'yogurt', 'frozen vegetables', 'margarine', 'ketchup', 'cereals', 'canned fish', 'soda', 'cling film/bags']"
1919,"['hamburger meat', 'whole milk', 'curd', 'dessert']"
1920,"['turkey', 'hamburger meat', 'root vegetables', 'other vegetables', 'whole milk', 'yogurt', 'hard cheese', 'cereals', 'long life bakery product', 'specialty chocolate', 'candy', 'hygiene articles']"
1921,"['ham', 'beef', 'tropical fruit', 'pip fruit', 'other vegetables', 'whole milk', 'dessert', 'yogurt', 'whipped/sour cream', 'soft cheese', 'frozen potato products', 'rolls/buns', 'soda', 'long life bakery product', 'chocolate']"
1922,"['citrus fruit', 'pip fruit', 'other vegetables', 'canned vegetables']"
1923,"['sausage', 'other vegetables', 'dessert', 'domestic eggs', 'pastry', 'napkins']"
1924,['yogurt']
1925,['butter']
1926,"['chicken', 'hamburger meat', 'whole milk', 'rolls/buns', 'flour', 'margarine', 'coffee', 'canned beer', 'hygiene articles', 'shopping bags']"
1927,"['beverages', 'rolls/buns', 'long life bakery product', 'shopping bags']"
1928,"['onions', 'bottled water', 'soda', 'canned beer', 'chewing gum', 'male cosmetics', 'napkins', 'cling film/bags']"
1929,['bottled beer']
1930,"['butter', 'pastry', 'semi-finished bread', 'white wine', 'detergent']"
1931,"['root vegetables', 'butter', 'pot plants']"
1932,"['sausage', 'ham', 'meat', 'pork', 'tropical fruit', 'pip fruit', 'grapes', 'other vegetables', 'whole milk', 'butter', 'whipped/sour cream', 'frozen meals', 'frozen fish', 'ice cream', 'domestic eggs', 'pastry', 'soda', 'syrup', 'detergent']"
1933,"['ham', 'whole milk', 'spread cheese', 'rolls/buns', 'waffles', 'newspapers']"
1934,"['soda', 'canned beer']"
1935,"['chicken', 'tropical fruit', 'whole milk', 'pastry', 'soda', 'long life bakery product', 'waffles', 'chocolate']"
1936,"['sausage', 'pip fruit', 'whole milk', 'rolls/buns', 'flour', 'oil', 'soda']"
1937,"['other vegetables', 'soda']"
1938,"['whole milk', 'bottled beer']"
1939,['root vegetables']
1940,"['chicken', 'other vegetables', 'whole milk']"
1941,"['tropical fruit', 'pip fruit', 'whole milk', 'curd', 'yogurt', 'frozen vegetables', 'frozen meals', 'white bread', 'instant coffee', 'misc. beverages', 'bottled beer', 'hygiene articles']"
1942,"['pork', 'root vegetables', 'brown bread', 'soda', 'bottled beer']"
1943,"['tropical fruit', 'pip fruit', 'root vegetables', 'whole milk', 'yogurt', 'beverages', 'domestic eggs', 'white bread', 'sweet spreads', 'soda']"
1944,"['chicken', 'napkins']"
1945,"['other vegetables', 'curd', 'pastry', 'Instant food products', 'salty snack', 'cake bar', 'chewing gum', 'napkins']"
1946,"['whipped/sour cream', 'female sanitary products']"
1947,"['whole milk', 'whipped/sour cream']"
1948,"['root vegetables', 'other vegetables', 'whole milk', 'bottled water', 'bottled beer']"
1949,"['sausage', 'berries', 'whole milk', 'yogurt', 'domestic eggs']"
1950,['frozen vegetables']
1951,"['beef', 'whole milk', 'butter', 'rolls/buns', 'cat food', 'bottled beer']"
1952,"['root vegetables', 'whole milk', 'yogurt']"
1953,"['rolls/buns', 'brown bread', 'bottled water']"
1954,"['canned beer', 'specialty chocolate']"
1955,"['sweet spreads', 'coffee', 'chocolate', 'seasonal products']"
1956,"['beef', 'pot plants']"
1957,"['frozen vegetables', 'frozen meals']"
1958,"['bottled water', 'specialty chocolate']"
1959,['domestic eggs']
1960,"['ice cream', 'sugar', 'napkins', 'dishes']"
1961,"['ice cream', 'roll products ', 'Instant food products', 'coffee', 'candles']"
1962,"['butter', 'whipped/sour cream', 'brown bread', 'pastry', 'canned vegetables', 'fruit/vegetable juice', 'long life bakery product']"
1963,['sausage']
1964,"['ham', 'tropical fruit', 'specialty cheese', 'long life bakery product', 'hygiene articles', 'newspapers']"
1965,"['citrus fruit', 'pip fruit', 'other vegetables', 'whole milk', 'butter', 'cream cheese ', 'domestic eggs', 'vinegar', 'fruit/vegetable juice', 'softener', 'napkins']"
1966,['red/blush wine']
1967,"['butter', 'margarine']"
1968,"['whole milk', 'bottled water', 'fruit/vegetable juice']"
1969,"['hard cheese', 'newspapers']"
1970,['hygiene articles']
1971,"['soups', 'soda', 'shopping bags']"
1972,"['pastry', 'soda']"
1973,"['onions', 'rolls/buns']"
1974,"['ice cream', 'soda', 'fruit/vegetable juice']"
1975,['herbs']
1976,"['citrus fruit', 'pip fruit', 'curd', 'artif. sweetener', 'dog food', 'coffee']"
1977,"['white bread', 'soda', 'bottled beer']"
1978,"['pip fruit', 'root vegetables', 'sugar', 'coffee', 'bottled beer']"
1979,"['misc. beverages', 'cake bar']"
1980,"['ice cream', 'soda', 'bottled beer', 'salty snack']"
1981,['pot plants']
1982,"['beef', 'tropical fruit', 'frozen vegetables', 'pickled vegetables', 'bottled water', 'soda']"
1983,['canned beer']
1984,"['cat food', 'chocolate', 'specialty chocolate']"
1985,['whipped/sour cream']
1986,['shopping bags']
1987,"['berries', 'other vegetables', 'yogurt']"
1988,"['whole milk', 'pot plants']"
1989,"['root vegetables', 'domestic eggs']"
1990,"['pork', 'pip fruit', 'other vegetables', 'whole milk', 'yogurt', 'ketchup', 'pickled vegetables', 'soda', 'detergent']"
1991,"['sausage', 'pork', 'fish', 'citrus fruit', 'berries', 'whipped/sour cream', 'soda', 'fruit/vegetable juice', 'bathroom cleaner', 'soap']"
1992,['bottled water']
1993,"['ice cream', 'bottled water']"
1994,"['berries', 'root vegetables', 'whole milk', 'dessert', 'yogurt', 'whipped/sour cream', 'cream cheese ', 'semi-finished bread', 'canned fruit', 'fruit/vegetable juice']"
1995,"['bottled beer', 'shopping bags']"
1996,"['pork', 'berries', 'whole milk', 'dessert', 'whipped/sour cream', 'fruit/vegetable juice', 'candy']"
1997,"['ice cream', 'soda', 'specialty chocolate']"
1998,"['curd', 'yogurt', 'waffles']"
1999,"['sausage', 'dessert', 'soda']"
2000,"['rolls/buns', 'vinegar', 'bottled beer']"
2001,"['other vegetables', 'domestic eggs', 'soda']"
2002,"['other vegetables', 'pastry']"
2003,"['root vegetables', 'canned vegetables', 'soda', 'shopping bags']"
2004,"['other vegetables', 'whole milk', 'butter', 'yogurt', 'cream cheese ', 'vinegar', 'pet care', 'fruit/vegetable juice', 'cling film/bags']"
2005,"['pastry', 'salty snack']"
2006,"['other vegetables', 'brown bread', 'soda']"
2007,"['other vegetables', 'frozen vegetables', 'pastry', 'specialty bar']"
2008,"['citrus fruit', 'tropical fruit', 'whole milk', 'domestic eggs', 'pastry', 'bottled water', 'salty snack']"
2009,['white bread']
2010,"['citrus fruit', 'berries', 'onions', 'other vegetables', 'condensed milk', 'soft cheese', 'oil', 'pickled vegetables', 'specialty vegetables', 'coffee', 'bottled water', 'soda', 'bottled beer', 'dish cleaner', 'male cosmetics', 'cling film/bags']"
2011,['whole milk']
2012,"['chocolate', 'pot plants']"
2013,"['citrus fruit', 'other vegetables', 'frozen meals', 'rice', 'canned beer', 'salty snack']"
2014,"['other vegetables', 'yogurt', 'fruit/vegetable juice', 'shopping bags']"
2015,"['sausage', 'chicken', 'beef', 'pip fruit', 'root vegetables', 'onions', 'yogurt', 'soft cheese', 'mayonnaise', 'margarine', 'jam', 'sweet spreads', 'coffee', 'bottled water', 'soda', 'dish cleaner']"
2016,"['root vegetables', 'frozen meals', 'white bread', 'snack products', 'hygiene articles']"
2017,"['sausage', 'chicken', 'pip fruit', 'berries', 'other vegetables', 'dessert', 'yogurt', 'frozen vegetables', 'frozen meals', 'brown bread', 'semi-finished bread', 'ketchup', 'spices', 'ready soups', 'soda', 'canned beer', 'popcorn']"
2018,"['pip fruit', 'vinegar', 'bottled water', 'shopping bags']"
2019,"['tropical fruit', 'berries', 'yogurt', 'domestic eggs', 'brown bread', 'soda', 'candy']"
2020,"['pork', 'other vegetables', 'whipped/sour cream']"
2021,"['whole milk', 'yogurt', 'cream cheese ', 'oil', 'pickled vegetables', 'cat food', 'misc. beverages', 'long life bakery product', 'chocolate', 'specialty bar', 'dishes']"
2022,"['mustard', 'soda', 'fruit/vegetable juice']"
2023,"['citrus fruit', 'white bread', 'ketchup', 'fruit/vegetable juice', 'bottled beer', 'salty snack', 'popcorn', 'shopping bags']"
2024,"['whole milk', 'margarine', 'bottled water']"
2025,"['root vegetables', 'curd', 'dessert', 'whipped/sour cream', 'pastry', 'sauces', 'coffee', 'soda', 'fruit/vegetable juice', 'newspapers']"
2026,"['citrus fruit', 'tropical fruit', 'other vegetables']"
2027,['UHT-milk']
2028,['soda']
2029,"['tropical fruit', 'bottled beer']"
2030,['shopping bags']
2031,['bottled beer']
2032,"['beef', 'grapes', 'fruit/vegetable juice']"
2033,"['pip fruit', 'sugar']"
2034,"['root vegetables', 'onions', 'other vegetables', 'yogurt', 'frozen meals', 'vinegar', 'canned vegetables', 'soda', 'salty snack', 'napkins']"
2035,"['chicken', 'beef', 'citrus fruit', 'whole milk', 'cream cheese ', 'domestic eggs', 'rolls/buns', 'canned beer', 'napkins', 'shopping bags']"
2036,['bottled water']
2037,['flour']
2038,"['pip fruit', 'domestic eggs']"
2039,"['whole milk', 'pastry', 'fruit/vegetable juice', 'canned beer', 'specialty chocolate']"
2040,"['frankfurter', 'whole milk', 'bottled water', 'specialty chocolate', 'candy']"
2041,['canned beer']
2042,"['whole milk', 'cream cheese ', 'oil', 'bottled water', 'fruit/vegetable juice', 'pot plants']"
2043,['canned beer']
2044,"['butter milk', 'specialty chocolate']"
2045,['margarine']
2046,['whole milk']
2047,"['whole milk', 'ice cream', 'pastry', 'coffee', 'shopping bags']"
2048,"['canned beer', 'liquor']"
2049,['salty snack']
2050,"['root vegetables', 'onions', 'whipped/sour cream', 'UHT-milk', 'frozen dessert', 'margarine', 'syrup']"
2051,"['sausage', 'citrus fruit', 'other vegetables', 'dessert', 'yogurt', 'whipped/sour cream', 'hard cheese', 'curd cheese', 'white bread', 'semi-finished bread', 'cat food', 'bottled water', 'seasonal products', 'softener', 'flower soil/fertilizer', 'flower (seeds)']"
2052,['brown bread']
2053,"['other vegetables', 'dessert', 'waffles', 'light bulbs']"
2054,"['sausage', 'ham', 'chicken', 'other vegetables', 'whole milk', 'butter', 'whipped/sour cream', 'cream cheese ']"
2055,"['ham', 'other vegetables', 'whole milk', 'frozen vegetables']"
2056,"['domestic eggs', 'cat food', 'bottled water']"
2057,"['sausage', 'pip fruit', 'onions', 'spices', 'cat food', 'bottled beer', 'newspapers']"
2058,"['root vegetables', 'yogurt', 'fruit/vegetable juice']"
2059,"['other vegetables', 'yogurt']"
2060,"['citrus fruit', 'whole milk', 'specialty bar', 'dish cleaner', 'cling film/bags']"
2061,"['pork', 'frozen potato products', 'soda']"
2062,"['onions', 'dessert', 'yogurt', 'domestic eggs', 'rolls/buns', 'brown bread', 'pastry', 'cat food', 'bottled water', 'soda', 'fruit/vegetable juice', 'long life bakery product', 'chocolate', 'female sanitary products', 'napkins']"
2063,"['other vegetables', 'whole milk', 'yogurt', 'spices']"
2064,"['chicken', 'pork', 'beef', 'berries', 'sliced cheese', 'jam', 'shopping bags']"
2065,"['pip fruit', 'margarine']"
2066,"['berries', 'chewing gum', 'seasonal products', 'newspapers']"
2067,"['whole milk', 'specialty bar']"
2068,"['chicken', 'canned beer', 'shopping bags']"
2069,"['pork', 'onions', 'pastry', 'potato products', 'bottled water']"
2070,"['whole milk', 'specialty fat', 'soda']"
2071,"['pork', 'tropical fruit', 'berries', 'whole milk', 'yogurt', 'white bread', 'oil']"
2072,"['cat food', 'chocolate']"
2073,"['finished products', 'citrus fruit', 'yogurt', 'pastry', 'soda', 'waffles', 'shopping bags']"
2074,"['brown bread', 'margarine', 'long life bakery product', 'flower (seeds)']"
2075,"['berries', 'dessert', 'whipped/sour cream', 'bottled water', 'soda', 'fruit/vegetable juice', 'white wine']"
2076,"['ham', 'whole milk', 'domestic eggs', 'pastry', 'oil', 'baking powder', 'chewing gum', 'chocolate marshmallow']"
2077,"['fish', 'brown bread', 'pet care', 'napkins']"
2078,"['pastry', 'canned beer', 'shopping bags']"
2079,"['sausage', 'pastry']"
2080,"['whole milk', 'yogurt', 'spread cheese', 'semi-finished bread', 'baking powder', 'soda', 'cake bar', 'chocolate', 'specialty bar']"
2081,['bottled beer']
2082,"['whole milk', 'brown bread']"
2083,"['sausage', 'root vegetables', 'white bread', 'roll products ', 'semi-finished bread', 'soda', 'napkins']"
2084,"['soda', 'chocolate', 'chocolate marshmallow']"
2085,"['ham', 'whole milk', 'dessert', 'processed cheese', 'bottled water', 'soda', 'fruit/vegetable juice', 'chocolate']"
2086,"['bottled beer', 'canned beer']"
2087,"['sausage', 'ham', 'whole milk', 'dessert', 'margarine', 'baking powder', 'bottled water']"
2088,"['sausage', 'chicken', 'other vegetables', 'whole milk', 'yogurt', 'cream cheese ', 'brown bread', 'soda']"
2089,"['sausage', 'root vegetables', 'other vegetables', 'dessert', 'yogurt', 'whipped/sour cream', 'sliced cheese', 'domestic eggs', 'white bread', 'pastry', 'bottled water', 'fruit/vegetable juice', 'popcorn']"
2090,"['sausage', 'rolls/buns', 'white wine']"
2091,['pork']
2092,"['root vegetables', 'yogurt', 'beverages', 'domestic eggs', 'white bread', 'cat food']"
2093,"['citrus fruit', 'whole milk', 'baking powder', 'cocoa drinks', 'skin care', 'shopping bags']"
2094,['other vegetables']
2095,"['whole milk', 'soda']"
2096,"['yogurt', 'ice cream', 'white bread', 'sweet spreads', 'shopping bags']"
2097,"['UHT-milk', 'mayonnaise', 'rolls/buns', 'pickled vegetables', 'soda', 'hygiene articles', 'shopping bags']"
2098,"['citrus fruit', 'tropical fruit', 'pip fruit', 'other vegetables', 'rolls/buns', 'misc. beverages', 'fruit/vegetable juice']"
2099,"['citrus fruit', 'pip fruit', 'whole milk', 'bottled water']"
2100,"['whole milk', 'butter milk', 'whipped/sour cream', 'ice cream', 'brown bread', 'specialty chocolate', 'candy', 'dish cleaner']"
2101,['canned beer']
2102,"['rolls/buns', 'sugar', 'sweet spreads', 'chewing gum', 'newspapers']"
2103,"['sausage', 'rolls/buns', 'soda']"
2104,"['frozen fish', 'bottled beer']"
2105,"['other vegetables', 'whole milk', 'baking powder', 'coffee', 'flower (seeds)']"
2106,"['rolls/buns', 'soda']"
2107,"['tropical fruit', 'other vegetables', 'whole milk', 'frozen vegetables', 'pastry', 'cake bar']"
2108,"['butter milk', 'hard cheese']"
2109,"['sausage', 'butter milk', 'soft cheese', 'rolls/buns', 'instant coffee', 'shopping bags']"
2110,"['pastry', 'soda']"
2111,"['spread cheese', 'fruit/vegetable juice']"
2112,"['rolls/buns', 'sweet spreads', 'canned fish', 'chewing gum', 'newspapers']"
2113,"['frankfurter', 'onions', 'candy', 'detergent']"
2114,"['frankfurter', 'pip fruit', 'newspapers']"
2115,"['condensed milk', 'pastry', 'coffee', 'soda', 'red/blush wine', 'salty snack', 'nut snack', 'long life bakery product', 'waffles', 'cookware']"
2116,"['rolls/buns', 'canned beer']"
2117,"['frankfurter', 'whole milk', 'brown bread', 'cake bar', 'specialty bar', 'shopping bags']"
2118,"['rolls/buns', 'bottled beer']"
2119,"['rolls/buns', 'white bread', 'dish cleaner', 'shopping bags']"
2120,"['other vegetables', 'whole milk', 'soda', 'chocolate']"
2121,"['sausage', 'tropical fruit', 'other vegetables', 'whole milk', 'yogurt', 'coffee', 'shopping bags']"
2122,['coffee']
2123,"['pip fruit', 'other vegetables', 'whole milk', 'yogurt', 'beverages', 'frozen potato products', 'rolls/buns', 'fruit/vegetable juice']"
2124,"['citrus fruit', 'pip fruit']"
2125,"['flour', 'bottled water', 'chocolate', 'specialty chocolate']"
2126,"['frankfurter', 'rolls/buns']"
2127,['soda']
2128,['soda']
2129,['root vegetables']
2130,"['pork', 'whole milk', 'rolls/buns', 'artif. sweetener', 'baking powder', 'specialty chocolate', 'house keeping products', 'newspapers']"
2131,"['frozen vegetables', 'rolls/buns', 'pastry']"
2132,"['tropical fruit', 'other vegetables', 'whole milk', 'frozen meals']"
2133,"['citrus fruit', 'whole milk', 'whipped/sour cream', 'rolls/buns', 'pastry']"
2134,"['frankfurter', 'beef', 'other vegetables', 'rolls/buns']"
2135,"['other vegetables', 'whole milk', 'rolls/buns', 'vinegar', 'margarine', 'soda', 'waffles']"
2136,"['sweet spreads', 'cat food']"
2137,"['frankfurter', 'sausage', 'other vegetables', 'domestic eggs', 'ketchup', 'canned fish', 'soda', 'long life bakery product', 'shopping bags']"
2138,"['pork', 'beef', 'other vegetables', 'hard cheese', 'cream cheese ', 'rolls/buns', 'brown bread', 'napkins']"
2139,"['sausage', 'ham', 'finished products', 'frozen meals', 'salty snack', 'long life bakery product', 'waffles', 'shopping bags']"
2140,"['pip fruit', 'soda']"
2141,"['bottled beer', 'canned beer']"
2142,['beverages']
2143,"['liver loaf', 'whole milk', 'yogurt']"
2144,"['frankfurter', 'onions', 'soft cheese', 'white bread', 'pastry', 'salt', 'chocolate', 'newspapers', 'shopping bags']"
2145,"['berries', 'onions', 'whipped/sour cream', 'brown bread', 'pasta', 'liquor', 'dishes']"
2146,"['curd', 'tidbits', 'soda']"
2147,"['sausage', 'whole milk', 'bottled beer']"
2148,"['onions', 'whole milk', 'curd', 'yogurt', 'hard cheese', 'domestic eggs', 'bottled water', 'cleaner']"
2149,['soda']
2150,"['soda', 'bottled beer']"
2151,"['chicken', 'citrus fruit', 'yogurt', 'UHT-milk', 'soft cheese', 'rolls/buns', 'margarine', 'mustard', 'coffee', 'kitchen towels', 'candles']"
2152,['cream cheese ']
2153,"['bottled water', 'fruit/vegetable juice']"
2154,['chocolate']
2155,"['cream cheese ', 'white bread', 'sweet spreads', 'cat food', 'coffee', 'syrup', 'specialty bar']"
2156,"['whole milk', 'soda', 'canned beer', 'liquor (appetizer)', 'newspapers']"
2157,"['whole milk', 'domestic eggs', 'rolls/buns', 'brown bread', 'specialty chocolate', 'shopping bags']"
2158,['fruit/vegetable juice']
2159,"['onions', 'spread cheese']"
2160,"['tropical fruit', 'other vegetables', 'yogurt', 'mayonnaise', 'mustard', 'newspapers']"
2161,"['tropical fruit', 'grapes', 'other vegetables', 'bottled beer', 'popcorn']"
2162,['pastry']
2163,"['hamburger meat', 'semi-finished bread', 'Instant food products']"
2164,['frankfurter']
2165,"['tropical fruit', 'other vegetables', 'whole milk', 'curd', 'frozen dessert', 'rolls/buns', 'margarine', 'jam']"
2166,['butter']
2167,"['rolls/buns', 'misc. beverages']"
2168,"['sausage', 'beef', 'other vegetables', 'frozen fish', 'domestic eggs', 'roll products ', 'margarine', 'sugar', 'baking powder', 'coffee', 'kitchen towels', 'shopping bags']"
2169,"['citrus fruit', 'tropical fruit', 'pip fruit', 'grapes', 'onions', 'other vegetables', 'sliced cheese', 'cream cheese ', 'mayonnaise', 'ice cream', 'frozen dessert', 'margarine', 'mustard', 'soups', 'pickled vegetables', 'coffee', 'long life bakery product', 'chocolate', 'seasonal products', 'female sanitary products', 'hygiene articles', 'cling film/bags']"
2170,"['tropical fruit', 'other vegetables']"
2171,"['pork', 'beef', 'root vegetables', 'whole milk', 'pasta', 'margarine', 'jam', 'bottled water']"
2172,['whole milk']
2173,"['hamburger meat', 'rolls/buns']"
2174,"['frankfurter', 'frozen potato products']"
2175,"['sausage', 'beef', 'citrus fruit', 'sweet spreads', 'coffee']"
2176,"['other vegetables', 'bottled beer']"
2177,"['ham', 'onions', 'other vegetables', 'brown bread', 'margarine']"
2178,['bottled beer']
2179,"['pip fruit', 'soda', 'cake bar', 'specialty chocolate']"
2180,"['pasta', 'vinegar', 'soda', 'fruit/vegetable juice', 'sparkling wine', 'napkins']"
2181,"['pip fruit', 'nuts/prunes', 'curd', 'frozen dessert', 'sweet spreads', 'light bulbs']"
2182,"['pork', 'dessert', 'soda', 'shopping bags']"
2183,"['frankfurter', 'sausage', 'other vegetables', 'hard cheese', 'rolls/buns']"
2184,"['rolls/buns', 'rum']"
2185,"['sausage', 'meat', 'other vegetables', 'curd', 'sliced cheese', 'domestic eggs', 'rolls/buns', 'pastry', 'cat food', 'bottled water', 'soda', 'newspapers', 'shopping bags']"
2186,"['tropical fruit', 'cream cheese ', 'chocolate']"
2187,"['chicken', 'hamburger meat', 'other vegetables']"
2188,"['whole milk', 'yogurt']"
2189,['ham']
2190,['soda']
2191,"['chicken', 'hamburger meat', 'other vegetables']"
2192,['canned beer']
2193,"['pip fruit', 'pastry']"
2194,"['tropical fruit', 'pip fruit', 'whole milk', 'cream cheese ', 'frozen dessert', 'rolls/buns', 'bottled water', 'waffles', 'napkins', 'dishes']"
2195,"['domestic eggs', 'rolls/buns']"
2196,"['meat', 'pork', 'tropical fruit', 'whole milk', 'curd', 'rolls/buns', 'cat food', 'bottled water', 'soda']"
2197,"['citrus fruit', 'male cosmetics']"
2198,"['sausage', 'citrus fruit', 'pip fruit', 'root vegetables', 'herbs', 'other vegetables', 'curd', 'yogurt', 'soft cheese', 'cat food', 'shopping bags']"
2199,"['rolls/buns', 'tea']"
2200,['light bulbs']
2201,"['rolls/buns', 'newspapers']"
2202,"['meat', 'tropical fruit', 'beverages', 'sweet spreads', 'shopping bags']"
2203,"['root vegetables', 'herbs', 'frozen vegetables', 'bottled water', 'shopping bags']"
2204,"['tropical fruit', 'zwieback', 'bottled water']"
2205,"['citrus fruit', 'tropical fruit', 'pip fruit', 'berries', 'bottled water', 'soda', 'red/blush wine']"
2206,"['whole milk', 'beverages', 'frozen meals', 'frozen dessert']"
2207,"['margarine', 'napkins']"
2208,"['hamburger meat', 'whole milk', 'ice cream', 'domestic eggs', 'white bread', 'pastry', 'margarine', 'sweet spreads', 'soda', 'fruit/vegetable juice', 'syrup', 'red/blush wine', 'salty snack', 'popcorn', 'shopping bags']"
2209,"['dessert', 'rolls/buns', 'bottled water', 'specialty bar']"
2210,"['beef', 'whipped/sour cream', 'napkins']"
2211,"['other vegetables', 'beverages', 'domestic eggs', 'brown bread', 'pastry', 'soda', 'newspapers']"
2212,"['tropical fruit', 'other vegetables', 'whole milk', 'mustard', 'bottled water']"
2213,"['chicken', 'beef', 'citrus fruit', 'tropical fruit', 'pip fruit', 'root vegetables', 'other vegetables', 'whole milk', 'rolls/buns']"
2214,"['brown bread', 'fruit/vegetable juice', 'newspapers', 'shopping bags']"
2215,"['sausage', 'hamburger meat', 'whole milk', 'pastry', 'shopping bags']"
2216,"['hamburger meat', 'whole milk', 'curd', 'rolls/buns', 'Instant food products', 'hygiene articles', 'napkins']"
2217,"['pork', 'root vegetables', 'onions', 'other vegetables', 'yogurt', 'domestic eggs']"
2218,"['sausage', 'citrus fruit', 'tropical fruit', 'pip fruit', 'flour', 'baking powder']"
2219,['soda']
2220,"['sweet spreads', 'soda', 'waffles']"
2221,"['pastry', 'instant coffee']"
2222,"['other vegetables', 'whole milk', 'pastry', 'flour', 'margarine', 'canned fish', 'long life bakery product', 'chocolate']"
2223,"['root vegetables', 'whole milk', 'yogurt', 'jam', 'bottled water', 'soda', 'bottled beer', 'specialty chocolate', 'hygiene articles']"
2224,"['whipped/sour cream', 'pastry', 'canned fish', 'soda', 'waffles', 'dish cleaner', 'napkins']"
2225,"['whole milk', 'hard cheese', 'coffee']"
2226,"['whole milk', 'whipped/sour cream', 'specialty cheese', 'domestic eggs', 'dog food', 'soda', 'chewing gum']"
2227,"['citrus fruit', 'whole milk', 'butter', 'pastry', 'semi-finished bread', 'coffee', 'candy', 'newspapers', 'shopping bags']"
2228,"['other vegetables', 'whipped/sour cream']"
2229,"['pork', 'root vegetables', 'sliced cheese', 'frozen vegetables', 'frozen potato products', 'mustard', 'bottled water', 'fruit/vegetable juice', 'napkins', 'shopping bags']"
2230,"['pip fruit', 'onions', 'whole milk']"
2231,['bottled beer']
2232,['other vegetables']
2233,"['whole milk', 'curd', 'yogurt', 'whipped/sour cream', 'canned vegetables', 'soda', 'shopping bags']"
2234,"['pastry', 'soda']"
2235,"['sausage', 'brown bread', 'meat spreads', 'canned fish']"
2236,"['sausage', 'liver loaf', 'specialty cheese', 'soda']"
2237,['salty snack']
2238,['dessert']
2239,"['pork', 'hamburger meat', 'herbs', 'yogurt', 'hard cheese', 'brown bread', 'sweet spreads', 'soda']"
2240,"['frankfurter', 'sausage', 'tropical fruit', 'whole milk', 'frozen fish', 'white wine', 'chewing gum', 'newspapers']"
2241,['butter']
2242,"['other vegetables', 'white bread', 'margarine', 'canned beer', 'rum']"
2243,"['liver loaf', 'rolls/buns', 'soda']"
2244,"['frankfurter', 'sausage', 'hard cheese', 'soda', 'nut snack', 'shopping bags']"
2245,"['whole milk', 'curd', 'butter milk', 'beverages', 'tidbits', 'long life bakery product', 'waffles', 'dental care']"
2246,"['frankfurter', 'chicken', 'brown bread', 'oil']"
2247,"['root vegetables', 'bottled water', 'bottled beer']"
2248,['soda']
2249,"['butter', 'yogurt', 'whipped/sour cream']"
2250,"['cat food', 'bottled water', 'white wine', 'shopping bags']"
2251,['chewing gum']
2252,"['berries', 'root vegetables', 'whole milk', 'whipped/sour cream', 'shopping bags']"
2253,['other vegetables']
2254,"['yogurt', 'rolls/buns']"
2255,"['tropical fruit', 'other vegetables', 'whole milk', 'fruit/vegetable juice', 'long life bakery product', 'shopping bags']"
2256,['whole milk']
2257,"['curd', 'canned beer', 'waffles', 'candy']"
2258,"['whole milk', 'butter', 'hard cheese', 'white wine']"
2259,['bottled water']
2260,"['soda', 'chocolate', 'specialty chocolate']"
